"Date","Site.Name","COUNTY","AQS_PARAMETER_DESC","AQI","Latitude","Longitude","Month","Year"
2018-01-06,"Garinger High School","Mecklenburg","Ozone",31,35.2401000008895,-80.785683,1,2018
2018-01-06,"Garinger High School","Mecklenburg","PM2.5",40,35.2401000008895,-80.785683,1,2018
2018-01-06,"Hattie Avenue","Forsyth","PM2.5",22,36.110693332,-80.2264378,1,2018
2018-01-06,"Leggett","Edgecombe","PM2.5",8,35.988278,-77.5843,1,2018
2018-01-06,"Mendenhall School","Guilford","PM2.5",23,36.1090060008986,-79.802314,1,2018
2018-01-06,"Millbrook School","Wake","Ozone",33,35.856111,-78.574167,1,2018
2018-01-06,"Millbrook School","Wake","PM2.5",33,35.856111,-78.574167,1,2018
2018-01-06,"Pitt Agri. Center","Pitt","PM2.5",17,35.6412760008938,-77.360126,1,2018
2018-01-06,"West Johnston Co.","Johnston","PM2.5",29,35.59095,-78.4622,1,2018
2018-01-07,"Bryson City","Swain","PM2.5",54,35.434767,-83.442133,1,2018
2018-01-07,"Castle Hayne","New Hanover","PM2.5",9,34.364167,-77.838611,1,2018
2018-01-07,"Clemmons Middle","Forsyth","PM2.5",49,36.026,-80.342,1,2018
2018-01-07,"Durham Armory","Durham","PM2.5",39,36.0329550008979,-78.904037,1,2018
2018-01-07,"Garinger High School","Mecklenburg","Ozone",31,35.2401000008895,-80.785683,1,2018
2018-01-07,"Garinger High School","Mecklenburg","PM2.5",47,35.2401000008895,-80.785683,1,2018
2018-01-07,"Hattie Avenue","Forsyth","PM2.5",28,36.110693332,-80.2264378,1,2018
2018-01-07,"Leggett","Edgecombe","PM2.5",15,35.988278,-77.5843,1,2018
2018-01-07,"Mendenhall School","Guilford","PM2.5",38,36.1090060008986,-79.802314,1,2018
2018-01-07,"Millbrook School","Wake","Ozone",34,35.856111,-78.574167,1,2018
2018-01-07,"Millbrook School","Wake","PM2.5",48,35.856111,-78.574167,1,2018
2018-01-07,"Pitt Agri. Center","Pitt","PM2.5",18,35.6412760008938,-77.360126,1,2018
2018-01-07,"West Johnston Co.","Johnston","PM2.5",27,35.59095,-78.4622,1,2018
2018-01-08,"Bryson City","Swain","PM2.5",71,35.434767,-83.442133,1,2018
2018-01-08,"Castle Hayne","New Hanover","PM2.5",11,34.364167,-77.838611,1,2018
2018-01-08,"Clemmons Middle","Forsyth","PM2.5",52,36.026,-80.342,1,2018
2018-01-08,"Durham Armory","Durham","PM2.5",34.5,36.0329550008979,-78.904037,1,2018
2018-01-08,"Frying Pan Mountain","Haywood","PM2.5",3,35.379167,-82.7925,1,2018
2018-01-08,"Garinger High School","Mecklenburg","Ozone",16,35.2401000008895,-80.785683,1,2018
2018-01-08,"Garinger High School","Mecklenburg","PM2.5",53,35.2401000008895,-80.785683,1,2018
2018-01-08,"Hattie Avenue","Forsyth","PM2.5",40,36.110693332,-80.2264378,1,2018
2018-01-08,"Leggett","Edgecombe","PM2.5",40,35.988278,-77.5843,1,2018
2018-01-08,"Linville Falls","Avery","PM2.5",22,35.972347,-81.933072,1,2018
2018-01-08,"Mendenhall School","Guilford","PM2.5",44,36.1090060008986,-79.802314,1,2018
2018-01-08,"Millbrook School","Wake","Ozone",27,35.856111,-78.574167,1,2018
2018-01-08,"Millbrook School","Wake","PM2.5",42.5,35.856111,-78.574167,1,2018
2018-01-08,"Pitt Agri. Center","Pitt","PM2.5",31,35.6412760008938,-77.360126,1,2018
2018-01-08,"West Johnston Co.","Johnston","PM2.5",38,35.59095,-78.4622,1,2018
2018-01-09,"Bryson City","Swain","PM2.5",78,35.434767,-83.442133,1,2018
2018-01-09,"Castle Hayne","New Hanover","PM2.5",20,34.364167,-77.838611,1,2018
2018-01-09,"Clemmons Middle","Forsyth","PM2.5",60,36.026,-80.342,1,2018
2018-01-09,"Durham Armory","Durham","PM2.5",49,36.0329550008979,-78.904037,1,2018
2018-01-09,"Garinger High School","Mecklenburg","Ozone",28,35.2401000008895,-80.785683,1,2018
2018-01-09,"Garinger High School","Mecklenburg","PM2.5",53,35.2401000008895,-80.785683,1,2018
2018-01-09,"Hattie Avenue","Forsyth","PM2.5",54,36.110693332,-80.2264378,1,2018
2018-01-09,"Leggett","Edgecombe","PM2.5",19,35.988278,-77.5843,1,2018
2018-01-09,"Mendenhall School","Guilford","PM2.5",43,36.1090060008986,-79.802314,1,2018
2018-01-09,"Millbrook School","Wake","Ozone",30,35.856111,-78.574167,1,2018
2018-01-09,"Millbrook School","Wake","PM2.5",35,35.856111,-78.574167,1,2018
2018-01-09,"Pitt Agri. Center","Pitt","PM2.5",31,35.6412760008938,-77.360126,1,2018
2018-01-09,"West Johnston Co.","Johnston","PM2.5",43,35.59095,-78.4622,1,2018
2018-01-10,"Bryson City","Swain","PM2.5",56,35.434767,-83.442133,1,2018
2018-01-10,"Castle Hayne","New Hanover","PM2.5",14,34.364167,-77.838611,1,2018
2018-01-10,"Clemmons Middle","Forsyth","PM2.5",39,36.026,-80.342,1,2018
2018-01-10,"Durham Armory","Durham","PM2.5",39,36.0329550008979,-78.904037,1,2018
2018-01-10,"Garinger High School","Mecklenburg","Ozone",31,35.2401000008895,-80.785683,1,2018
2018-01-10,"Garinger High School","Mecklenburg","PM2.5",38,35.2401000008895,-80.785683,1,2018
2018-01-10,"Hattie Avenue","Forsyth","PM2.5",32,36.110693332,-80.2264378,1,2018
2018-01-10,"Leggett","Edgecombe","PM2.5",35,35.988278,-77.5843,1,2018
2018-01-10,"Mendenhall School","Guilford","PM2.5",29,36.1090060008986,-79.802314,1,2018
2018-01-10,"Millbrook School","Wake","Ozone",33,35.856111,-78.574167,1,2018
2018-01-10,"Millbrook School","Wake","PM2.5",22,35.856111,-78.574167,1,2018
2018-01-10,"Pitt Agri. Center","Pitt","PM2.5",37,35.6412760008938,-77.360126,1,2018
2018-01-10,"West Johnston Co.","Johnston","PM2.5",35,35.59095,-78.4622,1,2018
2018-01-11,"Bryson City","Swain","PM2.5",17,35.434767,-83.442133,1,2018
2018-01-11,"Castle Hayne","New Hanover","PM2.5",12,34.364167,-77.838611,1,2018
2018-01-11,"Clemmons Middle","Forsyth","PM2.5",59,36.026,-80.342,1,2018
2018-01-11,"Durham Armory","Durham","PM2.5",43.5,36.0329550008979,-78.904037,1,2018
2018-01-11,"Frying Pan Mountain","Haywood","PM2.5",0,35.379167,-82.7925,1,2018
2018-01-11,"Garinger High School","Mecklenburg","Ozone",26,35.2401000008895,-80.785683,1,2018
2018-01-11,"Garinger High School","Mecklenburg","PM2.5",35,35.2401000008895,-80.785683,1,2018
2018-01-11,"Hattie Avenue","Forsyth","PM2.5",48.5,36.110693332,-80.2264378,1,2018
2018-01-11,"Leggett","Edgecombe","PM2.5",34,35.988278,-77.5843,1,2018
2018-01-11,"Linville Falls","Avery","PM2.5",3,35.972347,-81.933072,1,2018
2018-01-11,"Mendenhall School","Guilford","PM2.5",55,36.1090060008986,-79.802314,1,2018
2018-01-11,"Millbrook School","Wake","Ozone",26,35.856111,-78.574167,1,2018
2018-01-11,"Millbrook School","Wake","PM2.5",23,35.856111,-78.574167,1,2018
2018-01-11,"Pitt Agri. Center","Pitt","PM2.5",27.5,35.6412760008938,-77.360126,1,2018
2018-01-11,"West Johnston Co.","Johnston","PM2.5",41,35.59095,-78.4622,1,2018
2018-01-12,"Bryson City","Swain","PM2.5",10,35.434767,-83.442133,1,2018
2018-01-12,"Castle Hayne","New Hanover","PM2.5",0,34.364167,-77.838611,1,2018
2018-01-12,"Clemmons Middle","Forsyth","PM2.5",23,36.026,-80.342,1,2018
2018-01-12,"Durham Armory","Durham","PM2.5",5,36.0329550008979,-78.904037,1,2018
2018-01-12,"Garinger High School","Mecklenburg","Ozone",33,35.2401000008895,-80.785683,1,2018
2018-01-12,"Garinger High School","Mecklenburg","PM2.5",20,35.2401000008895,-80.785683,1,2018
2018-01-12,"Hattie Avenue","Forsyth","PM2.5",23,36.110693332,-80.2264378,1,2018
2018-01-12,"Leggett","Edgecombe","PM2.5",8,35.988278,-77.5843,1,2018
2018-01-12,"Mendenhall School","Guilford","PM2.5",15,36.1090060008986,-79.802314,1,2018
2018-01-12,"Millbrook School","Wake","Ozone",35,35.856111,-78.574167,1,2018
2018-01-12,"Millbrook School","Wake","PM2.5",0,35.856111,-78.574167,1,2018
2018-01-12,"Pitt Agri. Center","Pitt","PM2.5",12,35.6412760008938,-77.360126,1,2018
2018-01-12,"West Johnston Co.","Johnston","PM2.5",13,35.59095,-78.4622,1,2018
2018-01-13,"Bryson City","Swain","PM2.5",18,35.434767,-83.442133,1,2018
2018-01-13,"Castle Hayne","New Hanover","PM2.5",10,34.364167,-77.838611,1,2018
2018-01-13,"Clemmons Middle","Forsyth","PM2.5",10,36.026,-80.342,1,2018
2018-01-13,"Durham Armory","Durham","PM2.5",20,36.0329550008979,-78.904037,1,2018
2018-01-13,"Garinger High School","Mecklenburg","Ozone",32,35.2401000008895,-80.785683,1,2018
2018-01-13,"Garinger High School","Mecklenburg","PM2.5",15,35.2401000008895,-80.785683,1,2018
2018-01-13,"Hattie Avenue","Forsyth","PM2.5",10,36.110693332,-80.2264378,1,2018
2018-01-13,"Leggett","Edgecombe","PM2.5",0,35.988278,-77.5843,1,2018
2018-01-13,"Mendenhall School","Guilford","PM2.5",12,36.1090060008986,-79.802314,1,2018
2018-01-13,"Millbrook School","Wake","Ozone",32,35.856111,-78.574167,1,2018
2018-01-13,"Millbrook School","Wake","PM2.5",24,35.856111,-78.574167,1,2018
2018-01-13,"Pitt Agri. Center","Pitt","PM2.5",3,35.6412760008938,-77.360126,1,2018
2018-01-13,"West Johnston Co.","Johnston","PM2.5",8,35.59095,-78.4622,1,2018
2018-01-14,"Bryson City","Swain","PM2.5",28,35.434767,-83.442133,1,2018
2018-01-14,"Castle Hayne","New Hanover","PM2.5",10,34.364167,-77.838611,1,2018
2018-01-14,"Clemmons Middle","Forsyth","PM2.5",25,36.026,-80.342,1,2018
2018-01-14,"Durham Armory","Durham","PM2.5",20,36.0329550008979,-78.904037,1,2018
2018-01-14,"Frying Pan Mountain","Haywood","PM2.5",6,35.379167,-82.7925,1,2018
2018-01-14,"Garinger High School","Mecklenburg","Ozone",31,35.2401000008895,-80.785683,1,2018
2018-01-14,"Garinger High School","Mecklenburg","PM2.5",26.5,35.2401000008895,-80.785683,1,2018
2018-01-14,"Hattie Avenue","Forsyth","PM2.5",20.3333333333333,36.110693332,-80.2264378,1,2018
2018-01-14,"Leggett","Edgecombe","PM2.5",10,35.988278,-77.5843,1,2018
2018-01-14,"Linville Falls","Avery","PM2.5",10,35.972347,-81.933072,1,2018
2018-01-14,"Mendenhall School","Guilford","PM2.5",22,36.1090060008986,-79.802314,1,2018
2018-01-14,"Millbrook School","Wake","PM2.5",19.5,35.856111,-78.574167,1,2018
2018-01-14,"Pitt Agri. Center","Pitt","PM2.5",15.5,35.6412760008938,-77.360126,1,2018
2018-01-14,"West Johnston Co.","Johnston","PM2.5",15,35.59095,-78.4622,1,2018
2018-01-15,"Bryson City","Swain","PM2.5",43,35.434767,-83.442133,1,2018
2018-01-15,"Castle Hayne","New Hanover","PM2.5",21,34.364167,-77.838611,1,2018
2018-01-15,"Clemmons Middle","Forsyth","PM2.5",30,36.026,-80.342,1,2018
2018-01-15,"Durham Armory","Durham","PM2.5",44,36.0329550008979,-78.904037,1,2018
2018-01-15,"Garinger High School","Mecklenburg","Ozone",27,35.2401000008895,-80.785683,1,2018
2018-01-15,"Garinger High School","Mecklenburg","PM2.5",43,35.2401000008895,-80.785683,1,2018
2018-01-15,"Hattie Avenue","Forsyth","PM2.5",30,36.110693332,-80.2264378,1,2018
2018-01-15,"Leggett","Edgecombe","PM2.5",24,35.988278,-77.5843,1,2018
2018-01-15,"Mendenhall School","Guilford","PM2.5",40,36.1090060008986,-79.802314,1,2018
2018-01-15,"Millbrook School","Wake","PM2.5",35,35.856111,-78.574167,1,2018
2018-01-15,"Pitt Agri. Center","Pitt","PM2.5",30,35.6412760008938,-77.360126,1,2018
2018-01-15,"West Johnston Co.","Johnston","PM2.5",35,35.59095,-78.4622,1,2018
2018-01-16,"Bryson City","Swain","PM2.5",52,35.434767,-83.442133,1,2018
2018-01-16,"Castle Hayne","New Hanover","PM2.5",20,34.364167,-77.838611,1,2018
2018-01-16,"Clemmons Middle","Forsyth","PM2.5",69,36.026,-80.342,1,2018
2018-01-16,"Durham Armory","Durham","PM2.5",60,36.0329550008979,-78.904037,1,2018
2018-01-16,"Garinger High School","Mecklenburg","Ozone",28,35.2401000008895,-80.785683,1,2018
2018-01-16,"Garinger High School","Mecklenburg","PM2.5",61,35.2401000008895,-80.785683,1,2018
2018-01-16,"Hattie Avenue","Forsyth","PM2.5",68,36.110693332,-80.2264378,1,2018
2018-01-16,"Leggett","Edgecombe","PM2.5",29,35.988278,-77.5843,1,2018
2018-01-16,"Mendenhall School","Guilford","PM2.5",70,36.1090060008986,-79.802314,1,2018
2018-01-16,"Millbrook School","Wake","Ozone",24,35.856111,-78.574167,1,2018
2018-01-16,"Millbrook School","Wake","PM2.5",58,35.856111,-78.574167,1,2018
2018-01-16,"Pitt Agri. Center","Pitt","PM2.5",37,35.6412760008938,-77.360126,1,2018
2018-01-16,"West Johnston Co.","Johnston","PM2.5",53,35.59095,-78.4622,1,2018
2018-01-17,"Bryson City","Swain","PM2.5",37,35.434767,-83.442133,1,2018
2018-01-17,"Castle Hayne","New Hanover","PM2.5",24,34.364167,-77.838611,1,2018
2018-01-17,"Clemmons Middle","Forsyth","PM2.5",55,36.026,-80.342,1,2018
2018-01-17,"Durham Armory","Durham","PM2.5",54.5,36.0329550008979,-78.904037,1,2018
2018-01-17,"Frying Pan Mountain","Haywood","PM2.5",15,35.379167,-82.7925,1,2018
2018-01-17,"Garinger High School","Mecklenburg","Ozone",28,35.2401000008895,-80.785683,1,2018
2018-01-17,"Garinger High School","Mecklenburg","PM2.5",40.5,35.2401000008895,-80.785683,1,2018
2018-01-17,"Hattie Avenue","Forsyth","PM2.5",47.5,36.110693332,-80.2264378,1,2018
2018-01-17,"Leggett","Edgecombe","PM2.5",38,35.988278,-77.5843,1,2018
2018-01-17,"Linville Falls","Avery","PM2.5",19,35.972347,-81.933072,1,2018
2018-01-17,"Mendenhall School","Guilford","PM2.5",51,36.1090060008986,-79.802314,1,2018
2018-01-17,"Millbrook School","Wake","Ozone",29,35.856111,-78.574167,1,2018
2018-01-17,"Millbrook School","Wake","PM2.5",56,35.856111,-78.574167,1,2018
2018-01-17,"Pitt Agri. Center","Pitt","PM2.5",48.5,35.6412760008938,-77.360126,1,2018
2018-01-17,"West Johnston Co.","Johnston","PM2.5",66,35.59095,-78.4622,1,2018
2018-01-18,"Bryson City","Swain","PM2.5",48,35.434767,-83.442133,1,2018
2018-01-18,"Castle Hayne","New Hanover","PM2.5",30,34.364167,-77.838611,1,2018
2018-01-18,"Clemmons Middle","Forsyth","PM2.5",40,36.026,-80.342,1,2018
2018-01-18,"Durham Armory","Durham","PM2.5",45,36.0329550008979,-78.904037,1,2018
2018-01-18,"Garinger High School","Mecklenburg","Ozone",31,35.2401000008895,-80.785683,1,2018
2018-01-18,"Garinger High School","Mecklenburg","PM2.5",40,35.2401000008895,-80.785683,1,2018
2018-01-18,"Hattie Avenue","Forsyth","PM2.5",35,36.110693332,-80.2264378,1,2018
2018-01-18,"Leggett","Edgecombe","PM2.5",31,35.988278,-77.5843,1,2018
2018-01-18,"Mendenhall School","Guilford","PM2.5",34,36.1090060008986,-79.802314,1,2018
2018-01-18,"Millbrook School","Wake","Ozone",35,35.856111,-78.574167,1,2018
2018-01-18,"Millbrook School","Wake","PM2.5",54,35.856111,-78.574167,1,2018
2018-01-18,"Pitt Agri. Center","Pitt","PM2.5",38,35.6412760008938,-77.360126,1,2018
2018-01-18,"West Johnston Co.","Johnston","PM2.5",50,35.59095,-78.4622,1,2018
2018-01-19,"Bryson City","Swain","PM2.5",52,35.434767,-83.442133,1,2018
2018-01-19,"Clemmons Middle","Forsyth","PM2.5",54,36.026,-80.342,1,2018
2018-01-19,"Durham Armory","Durham","PM2.5",57,36.0329550008979,-78.904037,1,2018
2018-01-19,"Garinger High School","Mecklenburg","Ozone",22,35.2401000008895,-80.785683,1,2018
2018-01-19,"Garinger High School","Mecklenburg","PM2.5",49,35.2401000008895,-80.785683,1,2018
2018-01-19,"Hattie Avenue","Forsyth","PM2.5",43,36.110693332,-80.2264378,1,2018
2018-01-19,"Leggett","Edgecombe","PM2.5",25,35.988278,-77.5843,1,2018
2018-01-19,"Mendenhall School","Guilford","PM2.5",37,36.1090060008986,-79.802314,1,2018
2018-01-19,"Millbrook School","Wake","Ozone",32,35.856111,-78.574167,1,2018
2018-01-19,"Millbrook School","Wake","PM2.5",55,35.856111,-78.574167,1,2018
2018-01-19,"Pitt Agri. Center","Pitt","PM2.5",34,35.6412760008938,-77.360126,1,2018
2018-01-19,"West Johnston Co.","Johnston","PM2.5",42,35.59095,-78.4622,1,2018
2018-01-20,"Bryson City","Swain","PM2.5",51,35.434767,-83.442133,1,2018
2018-01-20,"Castle Hayne","New Hanover","PM2.5",21,34.364167,-77.838611,1,2018
2018-01-20,"Clemmons Middle","Forsyth","PM2.5",63,36.026,-80.342,1,2018
2018-01-20,"Durham Armory","Durham","PM2.5",45,36.0329550008979,-78.904037,1,2018
2018-01-20,"Frying Pan Mountain","Haywood","PM2.5",6,35.379167,-82.7925,1,2018
2018-01-20,"Garinger High School","Mecklenburg","Ozone",32,35.2401000008895,-80.785683,1,2018
2018-01-20,"Garinger High School","Mecklenburg","PM2.5",43,35.2401000008895,-80.785683,1,2018
2018-01-20,"Hattie Avenue","Forsyth","PM2.5",36,36.110693332,-80.2264378,1,2018
2018-01-20,"Leggett","Edgecombe","PM2.5",28,35.988278,-77.5843,1,2018
2018-01-20,"Linville Falls","Avery","PM2.5",8,35.972347,-81.933072,1,2018
2018-01-20,"Mendenhall School","Guilford","PM2.5",38,36.1090060008986,-79.802314,1,2018
2018-01-20,"Millbrook School","Wake","Ozone",35,35.856111,-78.574167,1,2018
2018-01-20,"Millbrook School","Wake","PM2.5",50,35.856111,-78.574167,1,2018
2018-01-20,"Pitt Agri. Center","Pitt","PM2.5",41,35.6412760008938,-77.360126,1,2018
2018-01-20,"West Johnston Co.","Johnston","PM2.5",40,35.59095,-78.4622,1,2018
2018-01-21,"Bryson City","Swain","PM2.5",50,35.434767,-83.442133,1,2018
2018-01-21,"Clemmons Middle","Forsyth","PM2.5",48,36.026,-80.342,1,2018
2018-01-21,"Durham Armory","Durham","PM2.5",44,36.0329550008979,-78.904037,1,2018
2018-01-21,"Garinger High School","Mecklenburg","Ozone",36,35.2401000008895,-80.785683,1,2018
2018-01-21,"Garinger High School","Mecklenburg","PM2.5",53,35.2401000008895,-80.785683,1,2018
2018-01-21,"Hattie Avenue","Forsyth","PM2.5",49,36.110693332,-80.2264378,1,2018
2018-01-21,"Leggett","Edgecombe","PM2.5",22,35.988278,-77.5843,1,2018
2018-01-21,"Mendenhall School","Guilford","PM2.5",34,36.1090060008986,-79.802314,1,2018
2018-01-21,"Millbrook School","Wake","Ozone",34,35.856111,-78.574167,1,2018
2018-01-21,"Millbrook School","Wake","PM2.5",51,35.856111,-78.574167,1,2018
2018-01-21,"Pitt Agri. Center","Pitt","PM2.5",35,35.6412760008938,-77.360126,1,2018
2018-01-21,"West Johnston Co.","Johnston","PM2.5",43,35.59095,-78.4622,1,2018
2018-01-22,"Bryson City","Swain","PM2.5",48,35.434767,-83.442133,1,2018
2018-01-22,"Castle Hayne","New Hanover","PM2.5",25,34.364167,-77.838611,1,2018
2018-01-22,"Clemmons Middle","Forsyth","PM2.5",58,36.026,-80.342,1,2018
2018-01-22,"Durham Armory","Durham","PM2.5",59,36.0329550008979,-78.904037,1,2018
2018-01-22,"Garinger High School","Mecklenburg","Ozone",37,35.2401000008895,-80.785683,1,2018
2018-01-22,"Garinger High School","Mecklenburg","PM2.5",57,35.2401000008895,-80.785683,1,2018
2018-01-22,"Hattie Avenue","Forsyth","PM2.5",52,36.110693332,-80.2264378,1,2018
2018-01-22,"Leggett","Edgecombe","PM2.5",40,35.988278,-77.5843,1,2018
2018-01-22,"Mendenhall School","Guilford","PM2.5",51,36.1090060008986,-79.802314,1,2018
2018-01-22,"Millbrook School","Wake","Ozone",32,35.856111,-78.574167,1,2018
2018-01-22,"Millbrook School","Wake","PM2.5",59,35.856111,-78.574167,1,2018
2018-01-22,"Pitt Agri. Center","Pitt","PM2.5",39,35.6412760008938,-77.360126,1,2018
2018-01-22,"West Johnston Co.","Johnston","PM2.5",57,35.59095,-78.4622,1,2018
2018-01-23,"Bryson City","Swain","PM2.5",17,35.434767,-83.442133,1,2018
2018-01-23,"Castle Hayne","New Hanover","PM2.5",8,34.364167,-77.838611,1,2018
2018-01-23,"Clemmons Middle","Forsyth","PM2.5",25,36.026,-80.342,1,2018
2018-01-23,"Durham Armory","Durham","PM2.5",18.5,36.0329550008979,-78.904037,1,2018
2018-01-23,"Frying Pan Mountain","Haywood","PM2.5",11,35.379167,-82.7925,1,2018
